filename,width,height,class,xmin,ymin,xmax,ymax
11_14_17.xml,800,800,ship,584,695,606,723
11_14_17.xml,800,800,ship,560,755,580,783
11_12_30.xml,800,800,ship,8,170,25,188
11_12_30.xml,800,800,ship,44,503,62,530
11_12_30.xml,800,800,ship,184,20,196,35
11_12_30.xml,800,800,ship,576,416,591,428
11_12_30.xml,800,800,ship,588,433,593,441
11_12_30.xml,800,800,ship,703,509,709,518
11_12_30.xml,800,800,ship,410,82,422,90
11_12_30.xml,800,800,ship,420,72,429,81
11_12_30.xml,800,800,ship,488,81,508,99
11_20_19.xml,800,800,ship,131,516,144,541
11_20_19.xml,800,800,ship,221,377,237,411
11_20_19.xml,800,800,ship,369,477,384,496
11_20_19.xml,800,800,ship,683,313,704,345
11_20_19.xml,800,800,ship,747,631,761,657
11_20_19.xml,800,800,ship,259,225,274,239
11_20_19.xml,800,800,ship,366,330,381,347
11_20_19.xml,800,800,ship,358,196,377,213
11_20_19.xml,800,800,ship,508,101,522,131
11_20_19.xml,800,800,ship,161,7,179,33
11_11_26.xml,800,800,ship,617,354,631,371
11_11_26.xml,800,800,ship,622,529,644,548
11_11_26.xml,800,800,ship,572,581,587,601
11_11_26.xml,800,800,ship,477,716,506,744
11_11_26.xml,800,800,ship,705,650,722,678
11_15_24.xml,800,800,ship,42,574,55,591
10_8_16.xml,800,800,ship,253,678,276,704
11_16_20.xml,800,800,ship,478,697,502,721
11_16_20.xml,800,800,ship,737,739,759,752
11_10_5.xml,800,800,ship,591,8,604,26
11_16_16.xml,800,800,ship,565,242,594,264
11_19_19.xml,800,800,ship,357,375,372,403
11_19_19.xml,800,800,ship,323,780,337,800
11_1_26.xml,800,800,ship,1,744,11,762
11_1_26.xml,800,800,ship,44,729,63,751
11_1_26.xml,800,800,ship,70,639,88,655
11_1_26.xml,800,800,ship,157,482,175,495
11_1_26.xml,800,800,ship,1,475,18,507
11_12_18.xml,800,800,ship,531,410,552,439
11_18_21.xml,800,800,ship,499,557,526,585
11_10_13.xml,800,800,ship,163,382,176,396
11_10_13.xml,800,800,ship,365,29,386,48
11_18_24.xml,800,800,ship,115,681,134,712
11_17_22.xml,800,800,ship,76,509,98,542
11_19_24.xml,800,800,ship,210,286,228,307
11_19_24.xml,800,800,ship,140,562,156,579
10_7_1.xml,800,800,ship,690,427,710,454
11_11_30.xml,800,800,ship,272,434,285,451
11_11_30.xml,800,800,ship,268,523,285,543
11_11_30.xml,800,800,ship,247,783,263,798
11_11_30.xml,800,800,ship,203,161,217,186
11_11_30.xml,800,800,ship,102,93,118,104
11_1_27.xml,800,800,ship,40,137,54,155
11_19_14.xml,800,800,ship,170,308,199,337
11_19_14.xml,800,800,ship,564,751,587,772
11_14_25.xml,800,800,ship,62,235,91,265
11_18_22.xml,800,800,ship,24,510,45,534
11_10_15.xml,800,800,ship,351,311,374,340
11_13_13.xml,800,800,ship,701,48,720,82
11_12_3.xml,800,800,ship,367,675,375,689
11_12_19.xml,800,800,ship,43,455,64,478
11_6_13.xml,800,800,ship,7,104,37,128
11_5_4.xml,800,800,ship,23,565,43,584
11_2_10.xml,800,800,ship,293,663,301,676
11_2_10.xml,800,800,ship,336,741,345,756
11_2_10.xml,800,800,ship,276,463,284,475
11_2_10.xml,800,800,ship,295,476,303,487
11_2_10.xml,800,800,ship,94,379,106,390
11_2_10.xml,800,800,ship,55,341,67,353
11_2_10.xml,800,800,ship,6,309,14,319
11_6_24.xml,800,800,ship,1,196,25,232
11_4_7.xml,800,800,ship,341,235,357,254
11_3_7.xml,800,800,ship,96,162,128,180
11_3_7.xml,800,800,ship,284,763,308,793
11_3_7.xml,800,800,ship,427,673,437,690
11_8_22.xml,800,800,ship,671,1,709,29
11_8_26.xml,800,800,ship,633,617,656,642
11_7_17.xml,800,800,ship,283,44,309,66
11_4_13.xml,800,800,ship,249,247,277,281
11_4_24.xml,800,800,ship,677,469,695,489
11_4_24.xml,800,800,ship,721,386,734,407
11_4_24.xml,800,800,ship,762,364,781,390
11_4_24.xml,800,800,ship,780,390,793,412
11_4_24.xml,800,800,ship,786,269,800,291
11_4_5.xml,800,800,ship,543,529,553,542
11_4_5.xml,800,800,ship,634,255,649,271
11_4_5.xml,800,800,ship,767,446,778,461
11_20_26.xml,800,800,ship,60,689,84,706
11_20_26.xml,800,800,ship,33,377,59,397
11_20_26.xml,800,800,ship,447,456,464,489
11_20_26.xml,800,800,ship,589,384,607,405
11_20_26.xml,800,800,ship,305,96,324,123
11_20_26.xml,800,800,ship,677,187,693,215
11_20_26.xml,800,800,ship,446,88,468,120
11_20_26.xml,800,800,ship,646,26,668,50
11_20_26.xml,800,800,ship,748,99,763,123
11_7_29.xml,800,800,ship,171,446,195,472
11_7_30.xml,800,800,ship,197,258,221,278
11_7_30.xml,800,800,ship,528,336,551,351
11_7_30.xml,800,800,ship,384,486,407,502
11_7_30.xml,800,800,ship,644,442,662,458
11_7_30.xml,800,800,ship,200,16,212,25
11_8_16.xml,800,800,ship,547,482,570,503
11_8_18.xml,800,800,ship,73,492,95,516
11_8_18.xml,800,800,ship,62,59,106,93
11_5_23.xml,800,800,ship,764,538,800,581
11_6_29.xml,800,800,ship,733,307,762,335
11_4_6.xml,800,800,ship,65,749,78,776
11_4_6.xml,800,800,ship,501,159,511,174
11_4_6.xml,800,800,ship,618,671,630,688
11_7_21.xml,800,800,ship,502,428,531,464
11_20_28.xml,800,800,ship,724,479,730,486
11_20_28.xml,800,800,ship,714,492,720,501
11_20_28.xml,800,800,ship,609,515,614,523
11_20_28.xml,800,800,ship,591,516,602,523
11_20_28.xml,800,800,ship,575,515,587,521
11_8_29.xml,800,800,ship,369,305,399,326
11_20_25.xml,800,800,ship,13,1,33,21
11_20_25.xml,800,800,ship,325,598,341,623
11_20_25.xml,800,800,ship,512,130,528,153
11_2_25.xml,800,800,ship,536,716,550,737
11_2_25.xml,800,800,ship,565,688,581,707
11_2_25.xml,800,800,ship,478,411,496,430
11_2_25.xml,800,800,ship,652,498,668,519
11_2_25.xml,800,800,ship,584,276,598,301
11_2_25.xml,800,800,ship,750,313,764,330
11_2_25.xml,800,800,ship,542,105,552,119
11_2_25.xml,800,800,ship,594,133,601,145
11_2_25.xml,800,800,ship,605,155,616,168
11_8_19.xml,800,800,ship,327,600,347,621
11_2_9.xml,800,800,ship,333,50,342,56
11_2_9.xml,800,800,ship,780,253,784,260
11_2_9.xml,800,800,ship,777,264,784,270
11_2_9.xml,800,800,ship,457,79,470,86
11_2_9.xml,800,800,ship,284,35,293,43
11_2_9.xml,800,800,ship,225,4,230,9
11_2_9.xml,800,800,ship,420,68,426,74
11_2_9.xml,800,800,ship,296,42,302,47
11_2_9.xml,800,800,ship,668,289,675,297
11_2_9.xml,800,800,ship,746,158,756,165
11_8_30.xml,800,800,ship,162,236,198,262
11_8_30.xml,800,800,ship,357,72,380,109
11_8_30.xml,800,800,ship,437,92,465,120
11_3_11.xml,800,800,ship,135,287,151,296
11_3_11.xml,800,800,ship,279,317,293,330
11_3_11.xml,800,800,ship,80,348,91,375
11_3_11.xml,800,800,ship,289,371,296,387
11_3_11.xml,800,800,ship,301,375,310,394
11_3_11.xml,800,800,ship,318,383,330,394
11_2_30.xml,800,800,ship,1,785,17,797
11_2_30.xml,800,800,ship,622,582,647,610
11_5_16.xml,800,800,ship,304,357,325,378
11_20_5.xml,800,800,ship,45,293,83,331
11_5_13.xml,800,800,ship,147,322,187,377
11_5_13.xml,800,800,ship,404,39,425,58
11_2_15.xml,800,800,ship,122,598,134,614
11_2_15.xml,800,800,ship,176,673,190,696
11_2_15.xml,800,800,ship,250,706,261,725
11_2_15.xml,800,800,ship,380,447,389,456
11_2_15.xml,800,800,ship,426,435,434,445
11_2_15.xml,800,800,ship,398,448,407,457
11_4_25.xml,800,800,ship,79,193,94,210
11_4_25.xml,800,800,ship,118,192,129,209
11_4_25.xml,800,800,ship,193,532,210,551
11_4_25.xml,800,800,ship,248,398,269,424
11_8_20.xml,800,800,ship,58,609,73,624
11_20_24.xml,800,800,ship,6,494,18,520
11_3_27.xml,800,800,ship,134,250,159,271
11_3_25.xml,800,800,ship,194,752,212,770
11_3_25.xml,800,800,ship,157,385,175,404
11_3_25.xml,800,800,ship,278,429,295,456
11_3_25.xml,800,800,ship,292,357,307,375
11_3_25.xml,800,800,ship,331,302,349,326
11_3_25.xml,800,800,ship,342,262,360,279
11_3_25.xml,800,800,ship,313,114,331,134
11_3_25.xml,800,800,ship,360,211,375,229
11_3_25.xml,800,800,ship,477,44,491,64
11_3_25.xml,800,800,ship,598,196,612,217
11_8_11.xml,800,800,ship,223,168,233,184
11_8_11.xml,800,800,ship,776,602,790,629
11_3_15.xml,800,800,ship,450,471,478,497
11_3_15.xml,800,800,ship,567,547,589,566
11_3_15.xml,800,800,ship,458,39,470,63
11_6_16.xml,800,800,ship,398,46,426,73
11_5_29.xml,800,800,ship,765,685,800,710
11_5_5.xml,800,800,ship,665,482,681,499
11_5_5.xml,800,800,ship,674,186,683,195
11_5_5.xml,800,800,ship,773,241,777,247
11_5_5.xml,800,800,ship,776,245,784,255
11_4_15.xml,800,800,ship,305,165,340,197
11_4_16.xml,800,800,ship,344,759,376,792
11_4_20.xml,800,800,ship,529,679,548,700
11_3_13.xml,800,800,ship,327,179,341,199
11_3_24.xml,800,800,ship,229,535,251,555
11_3_30.xml,800,800,ship,748,460,778,485
11_4_19.xml,800,800,ship,103,198,133,225
11_8_12.xml,800,800,ship,329,410,342,443
11_20_9.xml,800,800,ship,220,64,235,96
11_20_9.xml,800,800,ship,381,93,406,117
11_7_8.xml,800,800,ship,638,619,658,630
11_2_6.xml,800,800,ship,78,85,91,99
11_2_6.xml,800,800,ship,689,596,698,624
11_2_6.xml,800,800,ship,681,574,691,600
11_2_6.xml,800,800,ship,454,698,460,708
11_7_16.xml,800,800,ship,290,463,313,497
11_3_10.xml,800,800,ship,335,74,349,93
11_3_10.xml,800,800,ship,297,178,301,186
11_3_10.xml,800,800,ship,315,176,327,191
11_3_10.xml,800,800,ship,349,159,355,165
11_3_10.xml,800,800,ship,453,312,465,324
11_3_10.xml,800,800,ship,479,332,488,342
11_3_10.xml,800,800,ship,583,488,598,513
11_3_10.xml,800,800,ship,289,204,300,210
11_3_10.xml,800,800,ship,602,450,612,467
11_3_10.xml,800,800,ship,774,395,779,401
11_8_24.xml,800,800,ship,382,42,400,58
11_2_26.xml,800,800,ship,7,197,28,222
11_2_26.xml,800,800,ship,56,470,77,510
11_2_26.xml,800,800,ship,165,383,182,404
11_2_26.xml,800,800,ship,227,242,242,260
11_8_28.xml,800,800,ship,741,272,757,288
11_8_28.xml,800,800,ship,768,513,782,535
11_8_28.xml,800,800,ship,725,665,743,686
11_6_28.xml,800,800,ship,26,566,47,584
11_6_28.xml,800,800,ship,596,439,627,478
11_2_29.xml,800,800,ship,46,326,66,357
11_20_8.xml,800,800,ship,259,382,280,412
11_2_17.xml,800,800,ship,266,88,286,105
11_2_17.xml,800,800,ship,62,1,90,19
11_5_24.xml,800,800,ship,1,543,13,574
11_5_24.xml,800,800,ship,461,119,474,138
11_5_24.xml,800,800,ship,494,79,511,95
11_2_5.xml,800,800,ship,104,648,113,659
11_6_9.xml,800,800,ship,409,63,429,78
11_20_27.xml,800,800,ship,1,669,13,697
11_20_27.xml,800,800,ship,63,719,75,749
11_3_20.xml,800,800,ship,1,65,24,114
11_3_12.xml,800,800,ship,213,289,221,302
11_3_12.xml,800,800,ship,220,293,230,308
11_3_12.xml,800,800,ship,242,151,249,158
11_20_29.xml,800,800,ship,154,290,161,299
11_20_29.xml,800,800,ship,172,299,186,306
11_20_29.xml,800,800,ship,1,341,10,351
11_20_29.xml,800,800,ship,40,296,47,303
11_20_29.xml,800,800,ship,244,239,254,249
11_20_29.xml,800,800,ship,270,227,276,232
11_20_29.xml,800,800,ship,298,153,305,162
11_20_29.xml,800,800,ship,254,57,269,72
11_20_29.xml,800,800,ship,254,33,264,44
11_7_24.xml,800,800,ship,111,194,138,220
11_7_24.xml,800,800,ship,145,396,158,430
11_8_27.xml,800,800,ship,681,311,712,331
11_7_25.xml,800,800,ship,502,636,547,688
11_8_15.xml,800,800,ship,260,544,282,568
11_6_30.xml,800,800,ship,351,333,379,357
11_20_30.xml,800,800,ship,217,611,227,619
11_20_30.xml,800,800,ship,221,625,230,631
11_4_8.xml,800,800,ship,293,755,303,770
11_4_8.xml,800,800,ship,271,632,281,645
11_4_8.xml,800,800,ship,270,611,280,622
11_4_8.xml,800,800,ship,58,365,64,371
11_8_21.xml,800,800,ship,118,19,131,29
11_2_3.xml,800,800,ship,221,406,235,421
11_2_3.xml,800,800,ship,421,226,432,235
12_10_14.xml,800,800,ship,148,320,158,338
12_10_14.xml,800,800,ship,155,763,164,776
12_14_4.xml,800,800,ship,436,182,452,201
12_10_22.xml,800,800,ship,14,616,39,647
12_10_22.xml,800,800,ship,109,527,122,555
12_10_22.xml,800,800,ship,256,705,275,742
12_10_22.xml,800,800,ship,347,555,363,584
12_10_22.xml,800,800,ship,607,574,621,605
12_10_22.xml,800,800,ship,687,429,707,464
12_10_22.xml,800,800,ship,574,154,592,185
12_10_22.xml,800,800,ship,632,19,649,49
12_10_22.xml,800,800,ship,710,127,743,185
12_10_22.xml,800,800,ship,789,252,800,280
12_11_16.xml,800,800,ship,271,635,293,688
12_11_16.xml,800,800,ship,505,50,519,68
12_11_16.xml,800,800,ship,502,484,512,498
12_13_20.xml,800,800,ship,1,424,20,462
12_13_20.xml,800,800,ship,538,613,555,654
12_13_20.xml,800,800,ship,617,420,641,462
12_13_20.xml,800,800,ship,777,241,800,282
12_13_20.xml,800,800,ship,779,673,794,705
12_13_20.xml,800,800,ship,384,594,401,631
12_13_20.xml,800,800,ship,613,12,630,34
12_17_15.xml,800,800,ship,777,641,800,668
12_18_17.xml,800,800,ship,233,43,254,93
12_18_17.xml,800,800,ship,455,1,474,18
12_15_24.xml,800,800,ship,160,94,177,132
12_14_21.xml,800,800,ship,66,203,87,245
12_14_21.xml,800,800,ship,198,1,215,20
12_14_21.xml,800,800,ship,132,402,149,433
12_10_23.xml,800,800,ship,1,261,8,284
12_10_23.xml,800,800,ship,62,556,77,597
12_10_23.xml,800,800,ship,82,94,98,119
12_10_23.xml,800,800,ship,304,36,331,70
12_15_20.xml,800,800,ship,58,1,72,18
12_15_20.xml,800,800,ship,388,266,401,296
11_9_18.xml,800,800,ship,49,234,72,258
11_9_18.xml,800,800,ship,625,346,690,380
12_12_16.xml,800,800,ship,490,107,542,140
12_10_21.xml,800,800,ship,762,752,780,786
12_10_21.xml,800,800,ship,759,656,774,682
12_10_21.xml,800,800,ship,204,228,238,282
12_10_21.xml,800,800,ship,310,543,343,585
12_10_21.xml,800,800,ship,513,357,536,400
12_10_21.xml,800,800,ship,649,146,661,177
12_10_21.xml,800,800,ship,112,1,125,17
12_12_5.xml,800,800,ship,157,581,179,616
12_13_4.xml,800,800,ship,640,478,654,500
12_11_25.xml,800,800,ship,140,149,154,192
12_11_25.xml,800,800,ship,59,305,75,345
12_11_25.xml,800,800,ship,35,121,52,149
12_11_25.xml,800,800,ship,12,50,31,85
12_12_23.xml,800,800,ship,404,430,420,472
12_12_23.xml,800,800,ship,645,637,665,680
12_11_22.xml,800,800,ship,143,665,179,716
12_11_22.xml,800,800,ship,343,463,375,511
12_11_22.xml,800,800,ship,195,23,224,73
12_11_22.xml,800,800,ship,374,254,393,295
12_11_22.xml,800,800,ship,483,91,507,129
12_11_11.xml,800,800,ship,584,210,602,221
11_9_10.xml,800,800,ship,339,614,380,639
11_9_15.xml,800,800,ship,267,176,282,201
12_11_23.xml,800,800,ship,399,746,414,777
12_11_23.xml,800,800,ship,768,589,785,625
12_11_23.xml,800,800,ship,748,730,766,750
12_14_16.xml,800,800,ship,546,408,556,426
12_10_18.xml,800,800,ship,662,1,679,31
12_10_18.xml,800,800,ship,708,129,737,153
12_11_24.xml,800,800,ship,172,727,204,776
12_11_24.xml,800,800,ship,186,457,208,505
12_11_24.xml,800,800,ship,461,585,485,624
12_11_24.xml,800,800,ship,563,693,576,715
12_11_24.xml,800,800,ship,546,523,558,539
12_11_24.xml,800,800,ship,363,296,388,344
12_11_24.xml,800,800,ship,490,159,510,203
12_11_24.xml,800,800,ship,520,373,551,404
12_11_24.xml,800,800,ship,695,147,708,172
12_11_24.xml,800,800,ship,698,278,711,295
12_11_24.xml,800,800,ship,393,1,408,23
12_11_24.xml,800,800,ship,56,112,91,141
12_11_24.xml,800,800,ship,6,319,25,350
12_12_24.xml,800,800,ship,81,292,110,327
12_12_24.xml,800,800,ship,177,518,196,561
12_12_24.xml,800,800,ship,354,437,381,475
12_12_24.xml,800,800,ship,416,19,432,55
12_12_24.xml,800,800,ship,499,186,522,222
12_12_24.xml,800,800,ship,661,43,680,76
12_12_24.xml,800,800,ship,744,326,768,357
12_12_24.xml,800,800,ship,613,690,631,719
12_14_15.xml,800,800,ship,558,222,571,258
12_13_21.xml,800,800,ship,127,701,152,740
12_13_21.xml,800,800,ship,47,466,70,513
12_13_21.xml,800,800,ship,84,136,96,177
12_13_21.xml,800,800,ship,427,301,450,342
12_13_21.xml,800,800,ship,144,24,157,64
12_13_21.xml,800,800,ship,622,1,639,29
12_13_21.xml,800,800,ship,201,303,210,325
12_13_19.xml,800,800,ship,365,647,404,703
12_13_19.xml,800,800,ship,709,287,725,335
11_9_27.xml,800,800,ship,143,382,166,414
12_11_21.xml,800,800,ship,350,557,369,593
12_11_21.xml,800,800,ship,435,439,455,476
12_11_21.xml,800,800,ship,543,692,557,716
12_11_21.xml,800,800,ship,488,331,509,357
12_11_21.xml,800,800,ship,571,579,595,606
12_11_21.xml,800,800,ship,661,426,676,447
12_11_21.xml,800,800,ship,753,341,777,381
12_11_21.xml,800,800,ship,571,192,590,223
12_11_21.xml,800,800,ship,694,50,703,71
12_12_25.xml,800,800,ship,10,554,27,585
12_12_25.xml,800,800,ship,164,715,187,756
12_16_16.xml,800,800,ship,291,654,310,691
12_16_16.xml,800,800,ship,289,652,308,689
12_16_16.xml,800,800,ship,569,772,595,800
12_13_23.xml,800,800,ship,578,551,593,595
12_11_14.xml,800,800,ship,145,392,182,418
12_16_19.xml,800,800,ship,730,765,753,793
12_14_19.xml,800,800,ship,152,391,182,417
12_14_19.xml,800,800,ship,375,276,397,302
12_15_19.xml,800,800,ship,703,224,724,282
12_15_19.xml,800,800,ship,702,678,714,700
11_9_13.xml,800,800,ship,577,396,600,421
12_13_18.xml,800,800,ship,621,146,663,184
12_18_16.xml,800,800,ship,97,41,123,86
12_18_16.xml,800,800,ship,656,1,692,50
12_18_16.xml,800,800,ship,785,56,800,93
12_15_18.xml,800,800,ship,245,139,258,167
12_17_18.xml,800,800,ship,109,213,136,267
12_14_20.xml,800,800,ship,52,767,75,800
12_14_20.xml,800,800,ship,372,206,406,261
12_14_20.xml,800,800,ship,425,1,447,36
12_14_20.xml,800,800,ship,572,90,588,128
11_9_22.xml,800,800,ship,644,498,663,518
11_9_23.xml,800,800,ship,387,278,415,309
11_9_28.xml,800,800,ship,339,518,358,546
11_9_28.xml,800,800,ship,371,230,393,260
12_15_25.xml,800,800,ship,368,595,384,622
12_15_25.xml,800,800,ship,726,419,740,443
12_18_14.xml,800,800,ship,745,147,764,182
12_18_14.xml,800,800,ship,637,682,646,693
12_12_19.xml,800,800,ship,23,605,55,640
12_12_19.xml,800,800,ship,86,427,103,440
12_12_19.xml,800,800,ship,553,161,576,208
12_17_16.xml,800,800,ship,127,55,147,84
12_17_16.xml,800,800,ship,599,353,625,386
12_17_16.xml,800,800,ship,426,32,456,68
12_10_24.xml,800,800,ship,168,284,181,308
12_10_24.xml,800,800,ship,168,384,193,420
12_10_24.xml,800,800,ship,156,765,180,799
12_10_24.xml,800,800,ship,316,454,333,489
12_10_24.xml,800,800,ship,379,629,400,674
12_10_24.xml,800,800,ship,391,784,403,800
12_10_24.xml,800,800,ship,593,707,613,745
12_10_24.xml,800,800,ship,316,159,334,194
12_10_24.xml,800,800,ship,443,342,466,381
12_10_24.xml,800,800,ship,577,316,601,363
12_10_24.xml,800,800,ship,642,207,664,235
12_10_24.xml,800,800,ship,758,434,780,460
12_10_24.xml,800,800,ship,735,601,755,647
12_10_24.xml,800,800,ship,782,732,800,768
12_10_24.xml,800,800,ship,770,17,790,58
12_12_22.xml,800,800,ship,1,402,30,448
12_12_22.xml,800,800,ship,99,124,137,171
12_13_24.xml,800,800,ship,263,52,281,87
12_13_24.xml,800,800,ship,637,279,657,316
11_9_9.xml,800,800,ship,489,684,506,701
11_9_14.xml,800,800,ship,248,372,279,410
11_9_14.xml,800,800,ship,338,593,368,652
12_12_21.xml,800,800,ship,1,311,24,381
12_12_21.xml,800,800,ship,193,582,225,638
12_12_21.xml,800,800,ship,329,477,357,527
12_12_21.xml,800,800,ship,331,324,349,352
12_12_21.xml,800,800,ship,532,391,552,411
12_12_21.xml,800,800,ship,613,783,630,800
12_12_21.xml,800,800,ship,459,105,476,148
12_12_21.xml,800,800,ship,532,15,552,43
12_12_21.xml,800,800,ship,760,49,773,76
12_12_21.xml,800,800,ship,134,345,149,368
12_12_20.xml,800,800,ship,271,55,289,78
11_9_16.xml,800,800,ship,529,482,556,509
12_13_25.xml,800,800,ship,250,541,270,590
12_17_17.xml,800,800,ship,476,218,498,259
12_17_17.xml,800,800,ship,458,764,477,800
11_9_30.xml,800,800,ship,393,631,407,647
11_9_30.xml,800,800,ship,591,90,609,117
11_9_30.xml,800,800,ship,623,151,642,185
11_9_30.xml,800,800,ship,491,264,511,281
12_10_25.xml,800,800,ship,308,58,323,98
12_10_25.xml,800,800,ship,774,19,790,35
12_10_25.xml,800,800,ship,241,727,266,778
12_10_25.xml,800,800,ship,301,545,317,580
12_10_25.xml,800,800,ship,283,453,295,473
12_10_25.xml,800,800,ship,121,237,150,276
12_10_25.xml,800,800,ship,3,365,25,392
12_10_25.xml,800,800,ship,38,271,46,290
12_5_30.xml,800,800,ship,19,778,34,792
12_5_30.xml,800,800,ship,332,640,349,656
12_5_30.xml,800,800,ship,541,323,579,341
12_5_30.xml,800,800,ship,675,479,690,525
12_5_30.xml,800,800,ship,43,241,84,276
12_5_30.xml,800,800,ship,270,60,302,84
12_5_30.xml,800,800,ship,305,161,357,192
12_5_30.xml,800,800,ship,670,26,684,42
12_2_24.xml,800,800,ship,202,705,216,721
12_2_24.xml,800,800,ship,213,332,223,345
12_2_24.xml,800,800,ship,24,304,31,317
12_2_24.xml,800,800,ship,23,156,29,162
12_2_24.xml,800,800,ship,59,166,64,173
12_2_24.xml,800,800,ship,64,135,70,140
12_5_25.xml,800,800,ship,764,105,783,116
12_3_17.xml,800,800,ship,545,206,575,233
12_7_1.xml,800,800,ship,403,529,431,544
12_6_24.xml,800,800,ship,379,201,396,225
12_3_29.xml,800,800,ship,362,52,378,71
12_3_29.xml,800,800,ship,506,438,530,492
12_3_29.xml,800,800,ship,691,476,714,509
12_3_29.xml,800,800,ship,604,44,624,83
12_3_29.xml,800,800,ship,680,37,695,62
12_3_29.xml,800,800,ship,664,95,681,116
12_3_29.xml,800,800,ship,648,155,670,183
12_3_29.xml,800,800,ship,650,245,669,275
12_3_29.xml,800,800,ship,733,161,752,189
12_3_29.xml,800,800,ship,750,217,765,237
12_3_29.xml,800,800,ship,790,235,800,255
12_3_29.xml,800,800,ship,743,400,757,420
12_3_29.xml,800,800,ship,328,144,341,161
12_6_23.xml,800,800,ship,738,143,754,160
12_3_22.xml,800,800,ship,284,62,297,77
12_3_22.xml,800,800,ship,508,440,529,470
12_1_30.xml,800,800,ship,173,571,186,587
12_1_30.xml,800,800,ship,558,755,566,761
12_1_30.xml,800,800,ship,575,252,582,261
12_5_17.xml,800,800,ship,1,184,12,234
12_6_12.xml,800,800,ship,325,132,337,154
12_6_12.xml,800,800,ship,332,576,342,594
12_6_12.xml,800,800,ship,529,646,543,669
12_6_27.xml,800,800,ship,1,378,10,388
12_6_27.xml,800,800,ship,21,114,30,127
12_6_27.xml,800,800,ship,30,181,43,195
12_6_27.xml,800,800,ship,54,151,69,166
12_6_27.xml,800,800,ship,118,164,126,174
12_6_27.xml,800,800,ship,161,182,176,199
12_6_27.xml,800,800,ship,180,176,189,186
12_6_27.xml,800,800,ship,82,112,98,129
12_6_27.xml,800,800,ship,137,111,152,121
12_6_27.xml,800,800,ship,93,95,105,104
12_6_27.xml,800,800,ship,98,80,106,91
12_6_27.xml,800,800,ship,124,62,133,73
12_6_27.xml,800,800,ship,144,60,157,75
12_6_27.xml,800,800,ship,1,482,13,511
12_6_27.xml,800,800,ship,443,470,454,477
12_5_29.xml,800,800,ship,62,227,121,254
12_5_29.xml,800,800,ship,341,263,382,282
12_5_29.xml,800,800,ship,352,214,388,251
12_5_29.xml,800,800,ship,543,268,574,289
12_5_29.xml,800,800,ship,247,704,278,735
12_5_29.xml,800,800,ship,342,561,384,590
12_5_29.xml,800,800,ship,433,525,459,553
12_5_29.xml,800,800,ship,567,536,606,564
12_5_29.xml,800,800,ship,343,734,357,759
12_5_29.xml,800,800,ship,364,725,389,749
12_5_29.xml,800,800,ship,427,770,460,797
12_5_29.xml,800,800,ship,453,661,490,695
12_5_29.xml,800,800,ship,515,741,553,768
12_5_29.xml,800,800,ship,585,659,624,688
12_5_29.xml,800,800,ship,614,771,647,797
12_5_29.xml,800,800,ship,712,752,756,783
12_5_29.xml,800,800,ship,753,683,800,709
12_18_26.xml,800,800,ship,355,337,381,369
12_18_26.xml,800,800,ship,436,454,459,482
12_6_21.xml,800,800,ship,629,354,640,370
12_5_26.xml,800,800,ship,295,367,348,396
12_5_26.xml,800,800,ship,185,594,197,607
12_5_26.xml,800,800,ship,310,465,338,488
12_5_26.xml,800,800,ship,455,553,482,574
12_5_26.xml,800,800,ship,633,455,660,481
12_6_22.xml,800,800,ship,764,590,779,602
12_4_29.xml,800,800,ship,70,557,86,577
12_4_29.xml,800,800,ship,725,20,740,37
12_6_19.xml,800,800,ship,625,523,650,547
12_1_26.xml,800,800,ship,571,431,579,444
12_1_26.xml,800,800,ship,256,332,264,339
12_1_26.xml,800,800,ship,240,331,245,336
12_3_30.xml,800,800,ship,1,281,6,299
12_3_30.xml,800,800,ship,20,461,35,493
12_3_30.xml,800,800,ship,37,246,55,268
12_3_30.xml,800,800,ship,242,15,251,26
12_3_30.xml,800,800,ship,190,49,202,66
12_3_30.xml,800,800,ship,188,133,199,150
12_3_30.xml,800,800,ship,213,65,223,83
12_3_30.xml,800,800,ship,221,82,233,98
12_3_30.xml,800,800,ship,311,13,321,26
12_3_30.xml,800,800,ship,247,77,256,92
12_3_30.xml,800,800,ship,274,60,285,77
12_3_30.xml,800,800,ship,294,52,307,70
12_3_30.xml,800,800,ship,236,123,247,138
12_3_30.xml,800,800,ship,290,145,301,160
12_3_30.xml,800,800,ship,280,164,294,175
12_3_30.xml,800,800,ship,264,196,275,211
12_3_30.xml,800,800,ship,246,236,259,248
12_3_30.xml,800,800,ship,395,6,404,22
12_3_30.xml,800,800,ship,385,26,400,57
12_3_30.xml,800,800,ship,366,106,387,118
12_3_30.xml,800,800,ship,356,117,367,133
12_3_30.xml,800,800,ship,337,149,352,167
12_3_30.xml,800,800,ship,105,494,113,503
12_3_30.xml,800,800,ship,381,186,387,191
12_3_30.xml,800,800,ship,341,213,347,220
12_2_12.xml,800,800,ship,60,766,73,784
12_3_25.xml,800,800,ship,51,568,60,577
12_3_25.xml,800,800,ship,110,471,117,480
12_3_25.xml,800,800,ship,2,561,7,568
12_3_25.xml,800,800,ship,2,555,7,561
12_3_25.xml,800,800,ship,470,259,475,263
12_3_25.xml,800,800,ship,475,252,480,256
12_3_25.xml,800,800,ship,473,255,478,260
12_3_25.xml,800,800,ship,172,270,176,275
