,filename,width,height,class,xmin,ymin,xmax,ymax,inshore,result,det_id,bbox,iou
612,12_6_14,800,800,ship,15,637,55,690,0,1,968,"[15, 637, 55, 690]",0.5285369753837585
613,12_7_12,800,800,ship,212,638,258,664,0,1,1077,"[212, 638, 258, 664]",0.6716846227645874
614,12_20_16,800,800,ship,238,250,291,286,0,1,783,"[238, 250, 291, 286]",0.6046714782714844
615,12_1_22,800,800,ship,648,502,656,515,0,1,769,"[648, 502, 656, 515]",0.5642684102058411
616,12_2_29,800,800,ship,364,381,372,393,1,1,807,"[364, 381, 372, 393]",0.6735619306564331
617,12_2_29,800,800,ship,358,484,365,495,1,0,0,"[358, 484, 365, 495]",0.0
618,12_2_29,800,800,ship,375,503,384,510,1,0,0,"[375, 503, 384, 510]",0.0
619,12_2_29,800,800,ship,389,527,400,541,1,0,0,"[389, 527, 400, 541]",0.0
620,12_2_29,800,800,ship,396,543,406,553,1,0,0,"[396, 543, 406, 553]",0.0
621,12_2_29,800,800,ship,405,559,420,575,1,0,0,"[405, 559, 420, 575]",0.0
622,12_2_29,800,800,ship,441,603,449,612,1,0,0,"[441, 603, 449, 612]",0.0
623,12_2_29,800,800,ship,443,619,455,631,1,1,810,"[443, 619, 455, 631]",0.6323255300521851
624,12_2_29,800,800,ship,444,635,454,649,1,1,801,"[444, 635, 454, 649]",0.8871279358863831
625,12_2_29,800,800,ship,598,698,611,710,1,1,795,"[598, 698, 611, 710]",0.802255392074585
626,12_2_29,800,800,ship,606,380,616,406,1,1,803,"[606, 380, 616, 406]",0.6324289441108704
627,12_2_29,800,800,ship,413,476,426,493,1,1,804,"[413, 476, 426, 493]",0.7170022130012512
628,12_2_29,800,800,ship,411,495,422,507,1,1,814,"[411, 495, 422, 507]",0.5828259587287903
629,12_2_29,800,800,ship,420,519,430,530,1,1,797,"[420, 519, 430, 530]",0.5975939631462097
630,12_2_29,800,800,ship,430,505,437,515,1,0,0,"[430, 505, 437, 515]",0.0
631,12_2_29,800,800,ship,499,466,509,488,1,1,798,"[499, 466, 509, 488]",0.7145610451698303
632,12_2_29,800,800,ship,440,504,447,517,1,1,808,"[440, 504, 447, 517]",0.6603917479515076
633,12_2_29,800,800,ship,427,548,435,557,1,1,819,"[427, 548, 435, 557]",0.5473002791404724
634,12_2_29,800,800,ship,431,537,442,546,1,1,800,"[431, 537, 442, 546]",0.5078615546226501
635,12_2_29,800,800,ship,437,553,445,560,1,1,817,"[437, 553, 445, 560]",0.3769395351409912
636,12_2_29,800,800,ship,457,504,468,525,1,1,815,"[457, 504, 468, 525]",0.6507859230041504
637,12_2_29,800,800,ship,448,545,457,557,1,1,805,"[448, 545, 457, 557]",0.5287783741950989
638,12_2_29,800,800,ship,465,542,477,560,1,1,812,"[465, 542, 477, 560]",0.47493746876716614
639,12_2_29,800,800,ship,477,502,487,520,1,1,811,"[477, 502, 487, 520]",0.676300048828125
640,12_2_29,800,800,ship,476,524,489,542,1,1,802,"[476, 524, 489, 542]",0.6117046475410461
641,12_2_29,800,800,ship,486,551,499,571,1,1,799,"[486, 551, 499, 571]",0.7456770539283752
642,12_2_29,800,800,ship,540,476,552,498,1,1,794,"[540, 476, 552, 498]",0.6469449996948242
643,12_2_29,800,800,ship,446,679,458,699,1,1,806,"[446, 679, 458, 699]",0.44424548745155334
644,12_2_29,800,800,ship,447,708,461,729,1,1,796,"[447, 708, 461, 729]",0.6360815763473511
645,12_2_29,800,800,ship,450,777,458,797,1,1,809,"[450, 777, 458, 797]",0.3190819323062897
646,12_4_22,800,800,ship,260,425,291,448,0,1,884,"[260, 425, 291, 448]",0.7718239426612854
647,13_13_11,800,800,ship,666,121,677,134,0,1,1349,"[666, 121, 677, 134]",0.7475190162658691
648,13_11_9,800,800,ship,24,754,34,765,0,1,1335,"[24, 754, 34, 765]",0.6544687151908875
649,13_11_17,800,800,ship,370,631,398,658,0,1,1327,"[370, 631, 398, 658]",0.8410336375236511
650,12_7_16,800,800,ship,353,162,361,173,0,1,1079,"[353, 162, 361, 173]",0.5245739221572876
651,12_7_16,800,800,ship,374,163,396,177,0,1,1080,"[374, 163, 396, 177]",0.5896730422973633
652,12_8_19,800,800,ship,600,492,617,526,0,1,1155,"[600, 492, 617, 526]",0.649379312992096
653,12_8_19,800,800,ship,746,362,771,401,0,1,1153,"[746, 362, 771, 401]",0.7992148995399475
654,12_8_19,800,800,ship,755,101,779,146,0,1,1154,"[755, 101, 779, 146]",0.8453550934791565
655,12_8_23,800,800,ship,5,100,45,145,0,1,1176,"[5, 100, 45, 145]",0.6474255919456482
656,12_8_23,800,800,ship,508,17,534,48,0,1,1173,"[508, 17, 534, 48]",0.8408297896385193
657,12_8_23,800,800,ship,417,486,437,519,0,1,1177,"[417, 486, 437, 519]",0.7150049805641174
658,12_8_23,800,800,ship,522,552,566,590,0,1,1174,"[522, 552, 566, 590]",0.9136732816696167
659,12_8_23,800,800,ship,660,634,694,672,0,1,1175,"[660, 634, 694, 672]",0.7894493341445923
660,12_8_23,800,800,ship,704,544,734,566,0,1,1172,"[704, 544, 734, 566]",0.8038023114204407
661,12_8_23,800,800,ship,745,401,771,438,0,1,1178,"[745, 401, 771, 438]",0.7799751162528992
662,13_10_8,800,800,ship,41,169,51,182,0,1,1320,"[41, 169, 51, 182]",0.911407470703125
663,13_10_8,800,800,ship,232,317,243,331,0,1,1319,"[232, 317, 243, 331]",0.7400603890419006
664,13_13_15,800,800,ship,231,511,253,527,0,1,1352,"[231, 511, 253, 527]",0.7330924868583679
665,13_10_20,800,800,ship,261,59,278,81,0,1,1314,"[261, 59, 278, 81]",0.6908982396125793
666,13_10_20,800,800,ship,743,737,765,760,0,1,1315,"[743, 737, 765, 760]",0.81159508228302
667,13_12_13,800,800,ship,118,101,137,122,0,1,1338,"[118, 101, 137, 122]",0.43594786524772644
668,12_9_24,800,800,ship,200,679,222,707,0,1,1269,"[200, 679, 222, 707]",0.7536366581916809
669,12_9_24,800,800,ship,498,691,521,721,0,1,1273,"[498, 691, 521, 721]",0.8184629082679749
670,12_9_24,800,800,ship,586,664,602,689,0,1,1271,"[586, 664, 602, 689]",0.6772950291633606
671,12_9_24,800,800,ship,706,675,717,691,0,1,1278,"[706, 675, 717, 691]",0.7321146130561829
672,12_9_24,800,800,ship,505,310,522,343,0,1,1276,"[505, 310, 522, 343]",0.6107528209686279
673,12_9_24,800,800,ship,549,349,559,365,0,1,1282,"[549, 349, 559, 365]",0.7087953686714172
674,12_9_24,800,800,ship,509,486,527,506,0,1,1281,"[509, 486, 527, 506]",0.5861192941665649
675,12_9_24,800,800,ship,578,509,593,522,0,1,1279,"[578, 509, 593, 522]",0.737051248550415
676,12_9_24,800,800,ship,744,361,766,377,0,1,1274,"[744, 361, 766, 377]",0.7361352443695068
677,12_9_24,800,800,ship,685,495,703,510,0,1,1277,"[685, 495, 703, 510]",0.6615999341011047
678,12_9_24,800,800,ship,24,463,47,498,0,1,1275,"[24, 463, 47, 498]",0.9468003511428833
679,12_9_24,800,800,ship,47,314,70,344,0,1,1280,"[47, 314, 70, 344]",0.8101615309715271
680,12_9_24,800,800,ship,79,201,97,222,0,1,1272,"[79, 201, 97, 222]",0.6368473172187805
681,12_9_24,800,800,ship,174,326,193,348,0,1,1283,"[174, 326, 193, 348]",0.393389493227005
682,12_9_24,800,800,ship,709,9,726,35,0,1,1270,"[709, 9, 726, 35]",0.6982937455177307
683,12_7_26,800,800,ship,176,256,190,271,0,1,1125,"[176, 256, 190, 271]",0.8117465972900391
684,12_7_26,800,800,ship,723,615,739,630,0,1,1126,"[723, 615, 739, 630]",0.6735800504684448
685,12_7_26,800,800,ship,753,186,770,203,0,1,1124,"[753, 186, 770, 203]",0.8829355835914612
686,12_7_26,800,800,ship,781,177,800,195,0,1,1123,"[781, 177, 800, 195]",0.8041971921920776
687,12_7_26,800,800,ship,791,210,800,225,0,1,1127,"[791, 210, 800, 225]",0.8217012882232666
688,13_13_12,800,800,ship,714,773,729,789,0,1,1350,"[714, 773, 729, 789]",0.6737083196640015
689,13_10_12,800,800,ship,79,211,126,250,0,1,1306,"[79, 211, 126, 250]",0.7933856248855591
690,12_7_29,800,800,ship,210,230,232,237,1,0,0,"[210, 230, 232, 237]",0.0
691,12_7_29,800,800,ship,208,235,228,245,1,0,0,"[208, 235, 228, 245]",0.0
692,12_7_29,800,800,ship,557,250,563,255,1,1,1135,"[557, 250, 563, 255]",0.5760414600372314
693,12_7_29,800,800,ship,568,258,581,268,1,1,1136,"[568, 258, 581, 268]",0.4963756501674652
694,12_7_29,800,800,ship,643,317,656,324,1,1,1133,"[643, 317, 656, 324]",0.43098127841949463
695,12_7_29,800,800,ship,680,306,691,314,1,1,1132,"[680, 306, 691, 314]",0.5014328956604004
696,12_7_29,800,800,ship,727,287,740,296,1,1,1131,"[727, 287, 740, 296]",0.6823866963386536
697,12_7_29,800,800,ship,751,273,766,286,1,1,1134,"[751, 273, 766, 286]",0.5834975242614746
698,12_7_23,800,800,ship,51,729,74,750,0,1,1093,"[51, 729, 74, 750]",0.698147177696228
699,12_7_23,800,800,ship,313,325,344,348,0,1,1090,"[313, 325, 344, 348]",0.8420602083206177
700,12_7_23,800,800,ship,708,166,741,192,0,1,1095,"[708, 166, 741, 192]",0.8536525964736938
701,12_7_23,800,800,ship,714,353,733,372,0,1,1092,"[714, 353, 733, 372]",0.8691190481185913
702,12_7_23,800,800,ship,705,567,734,604,0,1,1091,"[705, 567, 734, 604]",0.7378625869750977
703,12_7_23,800,800,ship,753,661,785,727,0,1,1094,"[753, 661, 785, 727]",0.8371878266334534
704,13_11_28,800,800,ship,233,646,282,668,1,1,1332,"[233, 646, 282, 668]",0.6100339293479919
705,12_8_20,800,800,ship,163,74,179,109,0,1,1158,"[163, 74, 179, 109]",0.7751527428627014
706,12_9_30,800,800,ship,583,9,603,27,1,0,0,"[583, 9, 603, 27]",0.0
707,12_9_30,800,800,ship,555,30,570,53,1,1,1302,"[555, 30, 570, 53]",0.5492131114006042
708,12_9_30,800,800,ship,572,45,586,72,1,1,1299,"[572, 45, 586, 72]",0.8119586110115051
709,12_9_30,800,800,ship,594,50,608,74,1,1,1300,"[594, 50, 608, 74]",0.7952848672866821
710,12_9_30,800,800,ship,555,81,568,109,1,1,1298,"[555, 81, 568, 109]",0.7337009310722351
711,12_9_30,800,800,ship,684,18,689,23,1,1,1301,"[684, 18, 689, 23]",0.2058771550655365
712,12_9_30,800,800,ship,489,337,494,343,1,0,0,"[489, 337, 494, 343]",0.0
713,12_9_30,800,800,ship,653,309,660,314,1,0,0,"[653, 309, 660, 314]",0.0
714,12_9_30,800,800,ship,492,311,499,318,1,1,1303,"[492, 311, 499, 318]",0.40113136172294617
715,13_12_18,800,800,ship,535,112,555,134,0,1,1340,"[535, 112, 555, 134]",0.6259695291519165
716,13_12_18,800,800,ship,770,193,800,230,0,1,1341,"[770, 193, 800, 230]",0.6997948884963989
717,13_12_18,800,800,ship,657,73,669,91,0,1,1342,"[657, 73, 669, 91]",0.8109159469604492
718,12_8_24,800,800,ship,1,636,24,669,0,1,1197,"[1, 636, 24, 669]",0.8155777454376221
719,12_8_24,800,800,ship,1,773,20,800,0,1,1198,"[1, 773, 20, 800]",0.8115088939666748
720,12_8_24,800,800,ship,59,528,87,555,0,1,1180,"[59, 528, 87, 555]",0.7738181352615356
721,12_8_24,800,800,ship,39,368,71,393,0,1,1193,"[39, 368, 71, 393]",0.8006345629692078
722,12_8_24,800,800,ship,125,419,151,442,0,1,1194,"[125, 419, 151, 442]",0.7327978014945984
723,12_8_24,800,800,ship,142,317,164,335,0,1,1195,"[142, 317, 164, 335]",0.6264126300811768
724,12_8_24,800,800,ship,113,625,140,654,0,1,1196,"[113, 625, 140, 654]",0.6952463984489441
725,12_8_24,800,800,ship,212,516,234,549,0,1,1188,"[212, 516, 234, 549]",0.7892091274261475
726,12_8_24,800,800,ship,310,688,336,708,0,1,1184,"[310, 688, 336, 708]",0.751214861869812
727,12_8_24,800,800,ship,251,349,284,376,0,1,1189,"[251, 349, 284, 376]",0.5053238868713379
728,12_8_24,800,800,ship,138,8,165,29,0,1,1192,"[138, 8, 165, 29]",0.6385681629180908
729,12_8_24,800,800,ship,206,101,241,145,0,1,1179,"[206, 101, 241, 145]",0.6875717639923096
730,12_8_24,800,800,ship,281,223,316,266,0,1,1183,"[281, 223, 316, 266]",0.684076726436615
731,12_8_24,800,800,ship,310,122,342,150,0,1,1185,"[310, 122, 342, 150]",0.5734999775886536
732,12_8_24,800,800,ship,384,72,416,95,0,1,1182,"[384, 72, 416, 95]",0.7246890068054199
733,12_8_24,800,800,ship,610,666,634,694,0,1,1187,"[610, 666, 634, 694]",0.7535099983215332
734,12_8_24,800,800,ship,695,604,719,627,0,1,1191,"[695, 604, 719, 627]",0.6877926588058472
735,12_8_24,800,800,ship,603,434,629,464,0,1,1186,"[603, 434, 629, 464]",0.770595133304596
736,12_8_24,800,800,ship,708,496,729,519,0,1,1190,"[708, 496, 729, 519]",0.7886884808540344
737,12_8_24,800,800,ship,701,324,735,357,0,1,1181,"[701, 324, 735, 357]",0.6944953203201294
738,12_8_24,800,800,ship,734,677,746,692,0,1,1199,"[734, 677, 746, 692]",0.642561137676239
739,13_13_19,800,800,ship,45,406,72,438,0,1,1356,"[45, 406, 72, 438]",0.5500434637069702
740,13_13_19,800,800,ship,369,700,385,716,0,1,1357,"[369, 700, 385, 716]",0.7292467355728149
741,12_9_26,800,800,ship,121,129,163,158,0,1,1295,"[121, 129, 163, 158]",0.6838014721870422
742,12_9_26,800,800,ship,154,10,169,28,0,1,1294,"[154, 10, 169, 28]",0.8264306783676147
743,12_9_26,800,800,ship,270,154,309,199,0,1,1293,"[270, 154, 309, 199]",0.6504071950912476
744,12_7_30,800,800,ship,589,10,604,26,1,1,1144,"[589, 10, 604, 26]",0.5569629669189453
745,12_7_30,800,800,ship,599,34,612,57,1,0,0,"[599, 34, 612, 57]",0.0
746,12_7_30,800,800,ship,635,20,649,34,1,1,1137,"[635, 20, 649, 34]",0.7988445162773132
747,12_7_30,800,800,ship,192,117,206,129,1,1,1138,"[192, 117, 206, 129]",0.7250896096229553
748,12_7_30,800,800,ship,91,311,102,327,1,1,1139,"[91, 311, 102, 327]",0.7725382447242737
749,12_7_30,800,800,ship,98,382,107,391,1,0,0,"[98, 382, 107, 391]",0.0
750,12_7_30,800,800,ship,696,652,710,661,1,1,1140,"[696, 652, 710, 661]",0.7484005689620972
751,12_7_30,800,800,ship,653,662,664,673,1,1,1141,"[653, 662, 664, 673]",0.8106754422187805
752,12_7_30,800,800,ship,574,767,581,772,1,0,0,"[574, 767, 581, 772]",0.0
753,12_7_30,800,800,ship,512,696,520,702,1,1,1147,"[512, 696, 520, 702]",0.6980857849121094
754,12_7_30,800,800,ship,425,751,430,757,1,0,0,"[425, 751, 430, 757]",0.0
755,12_7_30,800,800,ship,369,683,375,689,1,0,0,"[369, 683, 375, 689]",0.0
756,13_12_19,800,800,ship,104,356,127,372,0,1,1343,"[104, 356, 127, 372]",0.7009601593017578
757,13_10_23,800,800,ship,184,400,202,418,0,1,1316,"[184, 400, 202, 418]",0.7386428117752075
758,13_11_4,800,800,ship,762,614,772,623,0,1,1334,"[762, 614, 772, 623]",0.47289782762527466
759,12_7_25,800,800,ship,548,243,566,252,0,1,1116,"[548, 243, 566, 252]",0.5508666634559631
760,12_7_25,800,800,ship,490,429,509,442,0,1,1111,"[490, 429, 509, 442]",0.7768151760101318
761,12_7_25,800,800,ship,503,541,520,551,0,1,1112,"[503, 541, 520, 551]",0.5797209143638611
762,12_7_25,800,800,ship,676,418,695,431,0,1,1110,"[676, 418, 695, 431]",0.7889638543128967
763,12_7_25,800,800,ship,732,472,744,483,0,1,1118,"[732, 472, 744, 483]",0.8274723887443542
764,12_7_25,800,800,ship,429,587,446,599,0,1,1114,"[429, 587, 446, 599]",0.8475157022476196
765,12_7_25,800,800,ship,509,587,528,603,0,1,1109,"[509, 587, 528, 603]",0.5616050958633423
766,12_7_25,800,800,ship,609,685,625,697,0,1,1120,"[609, 685, 625, 697]",0.7278614044189453
767,12_7_25,800,800,ship,663,611,676,620,0,1,1119,"[663, 611, 676, 620]",0.7105861306190491
768,12_7_25,800,800,ship,777,627,791,648,0,1,1115,"[777, 627, 791, 648]",0.7053783535957336
769,12_7_25,800,800,ship,241,742,252,757,0,1,1117,"[241, 742, 252, 757]",0.7466731667518616
770,12_7_25,800,800,ship,393,747,426,765,0,1,1108,"[393, 747, 426, 765]",0.6010680794715881
771,12_7_25,800,800,ship,291,790,310,800,0,1,1122,"[291, 790, 310, 800]",0.5586439967155457
772,12_7_25,800,800,ship,36,730,48,747,0,1,1121,"[36, 730, 48, 747]",0.7367023229598999
773,12_7_25,800,800,ship,166,786,183,796,0,1,1113,"[166, 786, 183, 796]",0.6919666528701782
774,12_8_26,800,800,ship,17,774,40,800,0,1,1228,"[17, 774, 40, 800]",0.49460914731025696
775,12_8_26,800,800,ship,208,473,218,486,0,1,1227,"[208, 473, 218, 486]",0.569344162940979
776,12_8_26,800,800,ship,164,166,185,192,0,1,1226,"[164, 166, 185, 192]",0.7378337383270264
777,13_11_26,800,800,ship,769,124,780,140,0,1,1330,"[769, 124, 780, 140]",0.5682008266448975
778,13_11_26,800,800,ship,786,128,800,141,0,1,1331,"[786, 128, 800, 141]",0.622796893119812
779,12_7_21,800,800,ship,19,81,41,108,0,1,1088,"[19, 81, 41, 108]",0.6647301912307739
780,12_7_21,800,800,ship,348,745,370,771,0,1,1087,"[348, 745, 370, 771]",0.7775846123695374
781,13_12_10,800,800,ship,358,281,372,294,0,1,1336,"[358, 281, 372, 294]",0.6760916113853455
782,13_12_10,800,800,ship,423,718,435,730,0,1,1337,"[423, 718, 435, 730]",0.6639931201934814
783,12_7_27,800,800,ship,1,209,12,230,1,1,1129,"[1, 209, 12, 230]",0.6575151085853577
784,12_7_27,800,800,ship,14,2,49,29,1,1,1128,"[14, 2, 49, 29]",0.7949662804603577
785,12_7_27,800,800,ship,506,212,514,220,1,1,1130,"[506, 212, 514, 220]",0.4711762070655823
786,12_7_27,800,800,ship,395,295,404,302,1,0,0,"[395, 295, 404, 302]",0.0
787,13_10_9,800,800,ship,289,533,295,538,0,0,0,"[289, 533, 295, 538]",0.0
788,13_10_9,800,800,ship,278,621,284,628,0,0,0,"[278, 621, 284, 628]",0.0
789,13_11_19,800,800,ship,348,63,391,89,0,1,1329,"[348, 63, 391, 89]",0.9163490533828735
790,12_8_13,800,800,ship,111,510,122,528,0,1,1152,"[111, 510, 122, 528]",0.858435332775116
791,13_11_16,800,800,ship,71,310,101,336,0,1,1326,"[71, 310, 101, 336]",0.7340283393859863
792,13_11_16,800,800,ship,395,642,426,669,0,1,1325,"[395, 642, 426, 669]",0.8074123859405518
793,12_9_27,800,800,ship,275,231,288,249,1,1,1296,"[275, 231, 288, 249]",0.6803751587867737
794,12_9_27,800,800,ship,489,307,497,313,1,1,1297,"[489, 307, 497, 313]",0.2831958532333374
795,12_9_27,800,800,ship,492,314,500,321,1,1,1297,"[492, 314, 500, 321]",0.13495713472366333
796,12_9_22,800,800,ship,8,663,28,693,0,1,1250,"[8, 663, 28, 693]",0.5545917749404907
797,12_9_22,800,800,ship,703,699,728,735,0,1,1256,"[703, 699, 728, 735]",0.5915829539299011
798,12_9_22,800,800,ship,113,451,140,502,0,1,1253,"[113, 451, 140, 502]",0.7609381079673767
799,12_9_22,800,800,ship,197,567,237,615,0,1,1252,"[197, 567, 237, 615]",0.47898751497268677
800,12_9_22,800,800,ship,183,388,197,407,0,1,1261,"[183, 388, 197, 407]",0.6281099915504456
801,12_9_22,800,800,ship,255,318,274,353,0,1,1259,"[255, 318, 274, 353]",0.698028028011322
802,12_9_22,800,800,ship,288,429,310,463,0,1,1257,"[288, 429, 310, 463]",0.6063780784606934
803,12_9_22,800,800,ship,384,323,398,350,0,1,1251,"[384, 323, 398, 350]",0.7148696184158325
804,12_9_22,800,800,ship,323,115,341,139,0,1,1260,"[323, 115, 341, 139]",0.7533324956893921
805,12_9_22,800,800,ship,433,163,446,186,0,1,1258,"[433, 163, 446, 186]",0.6115566492080688
806,12_9_22,800,800,ship,414,69,433,89,0,1,1254,"[414, 69, 433, 89]",0.7353153228759766
807,12_9_22,800,800,ship,500,73,518,108,0,1,1255,"[500, 73, 518, 108]",0.6544418931007385
808,12_9_22,800,800,ship,556,309,585,331,0,1,1262,"[556, 309, 585, 331]",0.42164918780326843
809,12_9_22,800,800,ship,567,1,585,13,0,1,1263,"[567, 1, 585, 13]",0.36854708194732666
810,12_8_29,800,800,ship,726,665,736,673,1,1,1231,"[726, 665, 736, 673]",0.6827742457389832
811,12_8_29,800,800,ship,740,649,749,656,1,1,1230,"[740, 649, 749, 656]",0.44346320629119873
812,12_8_29,800,800,ship,378,743,383,748,1,0,0,"[378, 743, 383, 748]",0.0
813,12_8_29,800,800,ship,684,696,689,701,1,0,0,"[684, 696, 689, 701]",0.0
814,12_7_20,800,800,ship,338,199,363,233,0,1,1084,"[338, 199, 363, 233]",0.7464273571968079
815,12_7_20,800,800,ship,595,68,619,103,0,1,1085,"[595, 68, 619, 103]",0.8364577293395996
816,12_7_20,800,800,ship,540,630,579,664,0,1,1083,"[540, 630, 579, 664]",0.8930677771568298
817,12_7_20,800,800,ship,647,194,661,200,0,1,1086,"[647, 194, 661, 200]",0.3972925543785095
818,13_11_18,800,800,ship,649,439,682,470,0,1,1328,"[649, 439, 682, 470]",0.6861333847045898
819,12_9_21,800,800,ship,520,631,548,678,0,1,1248,"[520, 631, 548, 678]",0.6957622766494751
820,12_9_21,800,800,ship,771,560,790,589,0,1,1246,"[771, 560, 790, 589]",0.8609427809715271
821,12_9_21,800,800,ship,742,769,762,800,0,1,1247,"[742, 769, 762, 800]",0.8370163440704346
822,12_9_21,800,800,ship,115,782,134,799,0,1,1249,"[115, 782, 134, 799]",0.7074931859970093
823,12_7_19,800,800,ship,232,575,257,610,0,1,1081,"[232, 575, 257, 610]",0.824601411819458
824,12_7_19,800,800,ship,741,475,769,513,0,1,1082,"[741, 475, 769, 513]",0.7036507725715637
825,12_8_25,800,800,ship,23,787,37,800,0,1,1224,"[23, 787, 37, 800]",0.7242255806922913
826,12_8_25,800,800,ship,216,762,235,776,0,1,1214,"[216, 762, 235, 776]",0.6031468510627747
827,12_8_25,800,800,ship,227,727,251,749,0,1,1204,"[227, 727, 251, 749]",0.8913572430610657
828,12_8_25,800,800,ship,182,548,220,569,0,1,1202,"[182, 548, 220, 569]",0.7024164199829102
829,12_8_25,800,800,ship,287,566,331,586,0,1,1201,"[287, 566, 331, 586]",0.6321460008621216
830,12_8_25,800,800,ship,442,634,475,667,0,1,1200,"[442, 634, 475, 667]",0.8018772602081299
831,12_8_25,800,800,ship,8,313,22,329,0,1,1223,"[8, 313, 22, 329]",0.5386952757835388
832,12_8_25,800,800,ship,63,415,76,440,0,1,1217,"[63, 415, 76, 440]",0.837504506111145
833,12_8_25,800,800,ship,30,231,47,241,0,1,1208,"[30, 231, 47, 241]",0.6915398240089417
834,12_8_25,800,800,ship,95,290,112,303,0,1,1218,"[95, 290, 112, 303]",0.7247121334075928
835,12_8_25,800,800,ship,93,234,109,248,0,1,1212,"[93, 234, 109, 248]",0.7642301321029663
836,12_8_25,800,800,ship,225,349,245,363,0,1,1215,"[225, 349, 245, 363]",0.6534835696220398
837,12_8_25,800,800,ship,24,161,40,174,0,1,1206,"[24, 161, 40, 174]",0.7258349061012268
838,12_8_25,800,800,ship,177,188,201,204,0,1,1213,"[177, 188, 201, 204]",0.7917329668998718
839,12_8_25,800,800,ship,241,154,263,167,0,1,1209,"[241, 154, 263, 167]",0.7639338970184326
840,12_8_25,800,800,ship,278,246,291,262,0,1,1222,"[278, 246, 291, 262]",0.5234096646308899
841,12_8_25,800,800,ship,322,247,354,260,0,1,1203,"[322, 247, 354, 260]",0.5952956080436707
842,12_8_25,800,800,ship,389,289,403,313,0,1,1220,"[389, 289, 403, 313]",0.7182488441467285
843,12_8_25,800,800,ship,86,79,104,97,0,1,1207,"[86, 79, 104, 97]",0.7459941506385803
844,12_8_25,800,800,ship,193,104,207,121,0,1,1219,"[193, 104, 207, 121]",0.690510094165802
845,12_8_25,800,800,ship,332,82,345,97,0,1,1221,"[332, 82, 345, 97]",0.8728545308113098
846,12_8_25,800,800,ship,351,143,370,154,0,1,1205,"[351, 143, 370, 154]",0.6024283170700073
847,12_8_25,800,800,ship,385,83,403,100,0,1,1216,"[385, 83, 403, 100]",0.6823664307594299
848,12_8_25,800,800,ship,549,73,569,89,0,1,1210,"[549, 73, 569, 89]",0.7816015481948853
849,12_8_25,800,800,ship,562,7,584,22,0,1,1211,"[562, 7, 584, 22]",0.7725483179092407
850,12_8_25,800,800,ship,555,106,564,118,0,1,1225,"[555, 106, 564, 118]",0.7005355954170227
851,12_7_7,800,800,ship,534,205,543,219,0,1,1149,"[534, 205, 543, 219]",0.6407061219215393
852,12_7_7,800,800,ship,561,212,579,225,0,1,1148,"[561, 212, 579, 225]",0.542168378829956
853,13_10_14,800,800,ship,39,520,52,543,0,1,1309,"[39, 520, 52, 543]",0.6107495427131653
854,13_10_14,800,800,ship,349,7,374,45,0,1,1308,"[349, 7, 374, 45]",0.5328473448753357
855,13_10_14,800,800,ship,365,231,376,253,0,1,1310,"[365, 231, 376, 253]",0.6111364960670471
856,13_13_17,800,800,ship,507,109,526,130,0,1,1355,"[507, 109, 526, 130]",0.5216801166534424
857,13_13_17,800,800,ship,770,125,796,147,0,1,1354,"[770, 125, 796, 147]",0.8461787104606628
858,12_8_11,800,800,ship,720,287,729,308,0,1,1150,"[720, 287, 729, 308]",0.7896150946617126
859,12_8_11,800,800,ship,750,325,762,340,0,1,1151,"[750, 325, 762, 340]",0.798586905002594
860,13_10_11,800,800,ship,167,278,199,305,0,1,1305,"[167, 278, 199, 305]",0.7895836234092712
861,12_7_24,800,800,ship,54,203,80,217,0,1,1096,"[54, 203, 80, 217]",0.5874490141868591
862,12_7_24,800,800,ship,199,354,231,393,0,1,1101,"[199, 354, 231, 393]",0.565005362033844
863,12_7_24,800,800,ship,159,521,181,553,0,1,1103,"[159, 521, 181, 553]",0.8565828204154968
864,12_7_24,800,800,ship,173,611,196,640,0,1,1102,"[173, 611, 196, 640]",0.8568638563156128
865,12_7_24,800,800,ship,237,721,269,744,0,1,1097,"[237, 721, 269, 744]",0.6660564541816711
866,12_7_24,800,800,ship,286,554,323,593,0,1,1100,"[286, 554, 323, 593]",0.7666991353034973
867,12_7_24,800,800,ship,393,427,429,453,0,1,1106,"[393, 427, 429, 453]",0.8282538652420044
868,12_7_24,800,800,ship,417,512,428,528,0,1,1104,"[417, 512, 428, 528]",0.6445656418800354
869,12_7_24,800,800,ship,432,676,448,690,0,1,1107,"[432, 676, 448, 690]",0.5664874315261841
870,12_7_24,800,800,ship,442,590,463,608,0,1,1098,"[442, 590, 463, 608]",0.7124539613723755
871,12_7_24,800,800,ship,421,771,441,782,0,1,1105,"[421, 771, 441, 782]",0.6396356821060181
872,12_7_24,800,800,ship,709,48,731,70,0,1,1099,"[709, 48, 731, 70]",0.8082413673400879
873,13_12_9,800,800,ship,457,55,461,64,0,1,1347,"[457, 55, 461, 64]",0.2549445331096649
874,12_9_25,800,800,ship,63,580,76,611,0,1,1289,"[63, 580, 76, 611]",0.7207621335983276
875,12_9_25,800,800,ship,142,616,190,637,0,1,1286,"[142, 616, 190, 637]",0.8106657862663269
876,12_9_25,800,800,ship,543,671,559,693,0,1,1291,"[543, 671, 559, 693]",0.6863806843757629
877,12_9_25,800,800,ship,689,239,717,274,0,1,1284,"[689, 239, 717, 274]",0.8127195239067078
