,image_id,category_id,bbox,score,inshore,result,xmin,xmax,ymin,ymax,bbox2,iou,gt_id
572,12_10_21,0,"[645.14501953125, 144.79519653320312, 19.80078125, 32.989776611328125]",0.934330999851226,0,1,645.14501953125,664.94580078125,144.79519653320312,177.78497314453125,"[645.14501953125, 144.79519653320312, 664.94580078125, 177.78497314453125]",0.5694835782051086,1933
573,12_10_21,0,"[511.9045104980469, 357.16058349609375, 24.693450927734375, 44.31707763671875]",0.9336670041084291,0,1,511.9045104980469,536.5979614257812,357.16058349609375,401.4776611328125,"[511.9045104980469, 357.16058349609375, 536.5979614257812, 401.4776611328125]",0.8973363041877747,1932
574,12_10_21,0,"[108.94287109375, 0.0, 21.227127075195312, 18.20359230041504]",0.876711308956146,0,1,108.94287109375,130.1699981689453,0.0,18.20359230041504,"[108.94287109375, 0.0, 130.1699981689453, 18.20359230041504]",0.5382883548736572,1934
575,12_10_21,0,"[757.4771728515625, 661.4381713867188, 13.9129638671875, 27.183349609375]",0.68144804239273,0,1,757.4771728515625,771.39013671875,661.4381713867188,688.6215209960938,"[757.4771728515625, 661.4381713867188, 771.39013671875, 688.6215209960938]",0.496192991733551,1929
576,12_10_22,0,"[605.028564453125, 571.9970703125, 21.1177978515625, 35.1214599609375]",0.9421745538711541,0,1,605.028564453125,626.1463623046875,571.9970703125,607.1185302734375,"[605.028564453125, 571.9970703125, 626.1463623046875, 607.1185302734375]",0.5851517915725708,1896
577,12_10_22,0,"[572.702392578125, 153.9004364013672, 18.3682861328125, 30.829986572265625]",0.9395176172256471,0,1,572.702392578125,591.0706787109375,153.9004364013672,184.7304229736328,"[572.702392578125, 153.9004364013672, 591.0706787109375, 184.7304229736328]",0.8747457265853882,1898
578,12_10_22,0,"[629.002685546875, 16.343067169189453, 20.2392578125, 30.53008270263672]",0.936633944511413,0,1,629.002685546875,649.241943359375,16.343067169189453,46.87314987182617,"[629.002685546875, 16.343067169189453, 649.241943359375, 46.87314987182617]",0.7244619131088257,1899
579,12_10_22,0,"[253.3622589111328, 703.6246337890625, 20.365829467773438, 35.42041015625]",0.9310998320579521,0,1,253.3622589111328,273.72808837890625,703.6246337890625,739.0450439453125,"[253.3622589111328, 703.6246337890625, 273.72808837890625, 739.0450439453125]",0.7353123426437378,1894
580,12_10_22,0,"[106.04734802246094, 527.2973022460938, 17.235641479492188, 26.114501953125]",0.9289446473121641,0,1,106.04734802246094,123.28298950195312,527.2973022460938,553.4118041992188,"[106.04734802246094, 527.2973022460938, 123.28298950195312, 553.4118041992188]",0.7152974009513855,1893
581,12_10_22,0,"[13.32567310333252, 617.9778442382812, 16.31200408935547, 27.0887451171875]",0.909855663776397,0,1,13.32567310333252,29.63767719268799,617.9778442382812,645.0665893554688,"[13.32567310333252, 617.9778442382812, 29.63767719268799, 645.0665893554688]",0.5340007543563843,1892
582,12_10_22,0,"[343.0509948730469, 553.8182983398438, 17.4639892578125, 27.9779052734375]",0.90336126089096,0,1,343.0509948730469,360.5149841308594,553.8182983398438,581.7962036132812,"[343.0509948730469, 553.8182983398438, 360.5149841308594, 581.7962036132812]",0.613340437412262,1895
583,12_10_22,0,"[689.1663818359375, 428.5785217285156, 18.54052734375, 34.7911376953125]",0.883236289024353,0,1,689.1663818359375,707.7069091796875,428.5785217285156,463.3696594238281,"[689.1663818359375, 428.5785217285156, 707.7069091796875, 463.3696594238281]",0.837216854095459,1897
584,12_10_22,0,"[712.0415649414062, 127.78096771240234, 27.5533447265625, 55.298500061035156]",0.7513630390167231,0,1,712.0415649414062,739.5949096679688,127.78096771240234,183.0794677734375,"[712.0415649414062, 127.78096771240234, 739.5949096679688, 183.0794677734375]",0.7960599064826965,1900
585,12_10_22,0,"[787.63916015625, 250.72694396972656, 12.36083984375, 32.96983337402344]",0.6278442144393921,0,1,787.63916015625,800.0,250.72694396972656,283.69677734375,"[787.63916015625, 250.72694396972656, 800.0, 283.69677734375]",0.7557637095451355,1901
586,12_10_23,0,"[58.59880065917969, 557.4740600585938, 22.48193359375, 40.196044921875]",0.9516569972038261,0,1,58.59880065917969,81.08073425292969,557.4740600585938,597.6701049804688,"[58.59880065917969, 557.4740600585938, 81.08073425292969, 597.6701049804688]",0.640410304069519,1920
587,12_10_23,0,"[302.857177734375, 36.09342575073242, 32.67864990234375, 36.40286636352539]",0.9324038624763481,0,1,302.857177734375,335.53582763671875,36.09342575073242,72.49629211425781,"[302.857177734375, 36.09342575073242, 335.53582763671875, 72.49629211425781]",0.7679412364959717,1922
588,12_10_23,0,"[79.89142608642578, 94.39720153808594, 18.928009033203125, 25.905166625976562]",0.89992606639862,0,1,79.89142608642578,98.8194351196289,94.39720153808594,120.3023681640625,"[79.89142608642578, 94.39720153808594, 98.8194351196289, 120.3023681640625]",0.792538583278656,1921
589,12_10_24,0,"[312.8136901855469, 159.23545837402344, 27.25262451171875, 36.07281494140625]",0.954927265644073,0,1,312.8136901855469,340.0663146972656,159.23545837402344,195.3082733154297,"[312.8136901855469, 159.23545837402344, 340.0663146972656, 195.3082733154297]",0.6338000893592834,2042
590,12_10_24,0,"[442.6477355957031, 344.6916198730469, 25.16015625, 38.07818603515625]",0.9517388343811031,0,1,442.6477355957031,467.8078918457031,344.6916198730469,382.7698059082031,"[442.6477355957031, 344.6916198730469, 467.8078918457031, 382.7698059082031]",0.818750262260437,2043
591,12_10_24,0,"[315.2420349121094, 453.4412841796875, 19.15185546875, 38.01397705078125]",0.9499233961105341,0,1,315.2420349121094,334.3938903808594,453.4412841796875,491.45526123046875,"[315.2420349121094, 453.4412841796875, 334.3938903808594, 491.45526123046875]",0.8172647953033447,2038
592,12_10_24,0,"[734.5245971679688, 601.5056762695312, 23.5916748046875, 43.9608154296875]",0.9488553404808041,0,1,734.5245971679688,758.1162719726562,601.5056762695312,645.4664916992188,"[734.5245971679688, 601.5056762695312, 758.1162719726562, 645.4664916992188]",0.8156805634498596,2047
593,12_10_24,0,"[757.282470703125, 434.32476806640625, 24.0335693359375, 30.54443359375]",0.948055446147918,0,1,757.282470703125,781.3160400390625,434.32476806640625,464.86920166015625,"[757.282470703125, 434.32476806640625, 781.3160400390625, 464.86920166015625]",0.7620441913604736,2046
594,12_10_24,0,"[377.61077880859375, 632.4813232421875, 23.39031982421875, 43.3280029296875]",0.944462180137634,0,1,377.61077880859375,401.0010986328125,632.4813232421875,675.809326171875,"[377.61077880859375, 632.4813232421875, 401.0010986328125, 675.809326171875]",0.8024309277534485,2039
595,12_10_24,0,"[641.1160278320312, 204.30320739746094, 28.1217041015625, 32.6014404296875]",0.9418255090713501,0,1,641.1160278320312,669.2377319335938,204.30320739746094,236.90464782714844,"[641.1160278320312, 204.30320739746094, 669.2377319335938, 236.90464782714844]",0.6718963384628296,2045
596,12_10_24,0,"[573.33447265625, 317.5045471191406, 28.673095703125, 36.60260009765625]",0.941083371639251,0,1,573.33447265625,602.007568359375,317.5045471191406,354.1071472167969,"[573.33447265625, 317.5045471191406, 602.007568359375, 354.1071472167969]",0.6762358546257019,2044
597,12_10_24,0,"[157.24856567382812, 766.3894653320312, 28.4263916015625, 31.91748046875]",0.9391503334045411,0,1,157.24856567382812,185.67495727539062,766.3894653320312,798.3069458007812,"[157.24856567382812, 766.3894653320312, 185.67495727539062, 798.3069458007812]",0.7282583117485046,2037
598,12_10_24,0,"[168.49240112304688, 384.041015625, 22.878570556640625, 37.77423095703125]",0.9372668862342831,0,1,168.49240112304688,191.3709716796875,384.041015625,421.81524658203125,"[168.49240112304688, 384.041015625, 191.3709716796875, 421.81524658203125]",0.873779833316803,2036
599,12_10_24,0,"[769.9508056640625, 17.293201446533203, 28.6287841796875, 42.665977478027344]",0.932657539844512,0,1,769.9508056640625,798.57958984375,17.293201446533203,59.95917892456055,"[769.9508056640625, 17.293201446533203, 798.57958984375, 59.95917892456055]",0.6633341908454895,2049
600,12_10_24,0,"[592.4522094726562, 706.9361572265625, 19.3416748046875, 32.843505859375]",0.9266521930694581,0,1,592.4522094726562,611.7938842773438,706.9361572265625,739.7796630859375,"[592.4522094726562, 706.9361572265625, 611.7938842773438, 739.7796630859375]",0.7906367182731628,2041
601,12_10_24,0,"[781.4047241210938, 731.6588745117188, 17.1822509765625, 36.3067626953125]",0.8893607258796691,0,1,781.4047241210938,798.5869750976562,731.6588745117188,767.9656372070312,"[781.4047241210938, 731.6588745117188, 798.5869750976562, 767.9656372070312]",0.8834399580955505,2048
602,12_10_24,0,"[392.7611083984375, 785.4857788085938, 14.20751953125, 14.3243408203125]",0.8678838014602661,0,1,392.7611083984375,406.9686279296875,785.4857788085938,799.8101196289062,"[392.7611083984375, 785.4857788085938, 406.9686279296875, 799.8101196289062]",0.5893773436546326,2040
603,12_10_24,0,"[169.20355224609375, 285.42938232421875, 13.2337646484375, 21.5810546875]",0.84621661901474,0,1,169.20355224609375,182.43731689453125,285.42938232421875,307.01043701171875,"[169.20355224609375, 285.42938232421875, 182.43731689453125, 307.01043701171875]",0.7421743273735046,2035
604,12_10_25,0,"[118.91484832763672, 238.01512145996094, 29.396018981933594, 41.95393371582031]",0.9505758881568901,0,1,118.91484832763672,148.3108673095703,238.01512145996094,279.96905517578125,"[118.91484832763672, 238.01512145996094, 148.3108673095703, 279.96905517578125]",0.7818348407745361,2081
605,12_10_25,0,"[306.20849609375, 60.81926727294922, 21.4095458984375, 35.649261474609375]",0.9492586255073541,0,1,306.20849609375,327.6180419921875,60.81926727294922,96.4685287475586,"[306.20849609375, 60.81926727294922, 327.6180419921875, 96.4685287475586]",0.6454336047172546,2076
606,12_10_25,0,"[238.8829345703125, 731.0801391601562, 25.26239013671875, 42.6351318359375]",0.9449054598808281,0,1,238.8829345703125,264.14532470703125,731.0801391601562,773.7152709960938,"[238.8829345703125, 731.0801391601562, 264.14532470703125, 773.7152709960938]",0.7227948307991028,2078
607,12_10_25,0,"[2.386985778808593, 363.15753173828125, 25.343278884887695, 29.30731201171875]",0.933573007583618,0,1,2.386985778808593,27.73026466369629,363.15753173828125,392.46484375,"[2.386985778808593, 363.15753173828125, 27.73026466369629, 392.46484375]",0.799737811088562,2082
608,12_10_25,0,"[283.688232421875, 456.560791015625, 13.09503173828125, 16.8597412109375]",0.9221287369728081,0,1,283.688232421875,296.78326416015625,456.560791015625,473.4205322265625,"[283.688232421875, 456.560791015625, 296.78326416015625, 473.4205322265625]",0.676642656326294,2080
609,12_10_25,0,"[300.0700378417969, 545.3333740234375, 16.4462890625, 35.0902099609375]",0.8972973823547361,0,1,300.0700378417969,316.5163269042969,545.3333740234375,580.423583984375,"[300.0700378417969, 545.3333740234375, 316.5163269042969, 580.423583984375]",0.8976871371269226,2079
610,12_10_25,0,"[774.4600219726562, 18.06452751159668, 13.4503173828125, 15.920038223266602]",0.8948265910148621,0,1,774.4600219726562,787.9103393554688,18.06452751159668,33.98456573486328,"[774.4600219726562, 18.06452751159668, 787.9103393554688, 33.98456573486328]",0.7504109144210815,2077
611,12_10_25,0,"[35.36265182495117, 271.06707763671875, 10.879020690917969, 19.369873046875]",0.8416807055473321,0,1,35.36265182495117,46.24167251586914,271.06707763671875,290.43695068359375,"[35.36265182495117, 271.06707763671875, 46.24167251586914, 290.43695068359375]",0.7169461250305176,2083
612,12_10_25,0,"[258.913818359375, 11.356578826904297, 9.62298583984375, 11.16324234008789]",0.655389368534088,0,0,258.913818359375,268.53680419921875,11.356578826904297,22.519821166992188,"[258.913818359375, 11.356578826904297, 268.53680419921875, 22.519821166992188]",0.0,0
613,12_11_11,0,"[582.688232421875, 208.37120056152344, 19.9105224609375, 15.204559326171875]",0.938625395298004,0,1,582.688232421875,602.5987548828125,208.37120056152344,223.5757598876953,"[582.688232421875, 208.37120056152344, 602.5987548828125, 223.5757598876953]",0.6540465950965881,1948
614,12_11_14,0,"[143.2763671875, 394.8147277832031, 37.828643798828125, 22.16351318359375]",0.953390657901763,0,1,143.2763671875,181.10501098632812,394.8147277832031,416.9782409667969,"[143.2763671875, 394.8147277832031, 181.10501098632812, 416.9782409667969]",0.8000524044036865,2004
615,12_11_16,0,"[269.9766845703125, 641.7874755859375, 20.71112060546875, 43.764404296875]",0.9444380402565,0,1,269.9766845703125,290.68780517578125,641.7874755859375,685.5518798828125,"[269.9766845703125, 641.7874755859375, 290.68780517578125, 685.5518798828125]",0.7116252183914185,1902
616,12_11_16,0,"[501.8239440917969, 484.0721740722656, 11.695465087890625, 17.827880859375]",0.8763015866279601,0,1,501.8239440917969,513.5194091796875,484.0721740722656,501.9000549316406,"[501.8239440917969, 484.0721740722656, 513.5194091796875, 501.9000549316406]",0.6656798124313354,1904
617,12_11_16,0,"[502.2144470214844, 50.6480712890625, 13.171051025390625, 17.11273956298828]",0.8421500921249391,0,1,502.2144470214844,515.385498046875,50.6480712890625,67.76081085205078,"[502.2144470214844, 50.6480712890625, 515.385498046875, 67.76081085205078]",0.593069851398468,1903
618,12_11_21,0,"[435.9100341796875, 440.4734802246094, 19.41357421875, 29.3565673828125]",0.9557813405990601,0,1,435.9100341796875,455.3236083984375,440.4734802246094,469.8300476074219,"[435.9100341796875, 440.4734802246094, 455.3236083984375, 469.8300476074219]",0.7477196455001831,1990
619,12_11_21,0,"[539.8609008789062, 691.0640258789062, 19.9580078125, 25.3929443359375]",0.950893759727478,0,1,539.8609008789062,559.8189086914062,691.0640258789062,716.4569702148438,"[539.8609008789062, 691.0640258789062, 559.8189086914062, 716.4569702148438]",0.6629930734634399,1991
620,12_11_21,0,"[571.2953491210938, 196.2338104248047, 18.250244140625, 25.799560546875]",0.9438971877098081,0,1,571.2953491210938,589.5455932617188,196.2338104248047,222.0333709716797,"[571.2953491210938, 196.2338104248047, 589.5455932617188, 222.0333709716797]",0.7994028329849243,1996
621,12_11_21,0,"[576.1837768554688, 579.8477783203125, 16.799072265625, 25.4541015625]",0.939227163791656,0,1,576.1837768554688,592.9828491210938,579.8477783203125,605.3018798828125,"[576.1837768554688, 579.8477783203125, 592.9828491210938, 605.3018798828125]",0.6598847508430481,1993
622,12_11_21,0,"[489.0326843261719, 330.852294921875, 18.4464111328125, 26.85235595703125]",0.936589300632476,0,1,489.0326843261719,507.4790954589844,330.852294921875,357.70465087890625,"[489.0326843261719, 330.852294921875, 507.4790954589844, 357.70465087890625]",0.853813648223877,1992
623,12_11_21,0,"[348.34161376953125, 558.632568359375, 19.7021484375, 32.862548828125]",0.933664977550506,0,1,348.34161376953125,368.04376220703125,558.632568359375,591.4951171875,"[348.34161376953125, 558.632568359375, 368.04376220703125, 591.4951171875]",0.8029314279556274,1989
624,12_11_21,0,"[689.9517211914062, 49.79140853881836, 16.4356689453125, 25.642498016357422]",0.9117956757545471,0,1,689.9517211914062,706.3873901367188,49.79140853881836,75.43390655517578,"[689.9517211914062, 49.79140853881836, 706.3873901367188, 75.43390655517578]",0.4484500586986542,1997
625,12_11_21,0,"[660.8638305664062, 426.4861755371094, 14.890380859375, 22.44805908203125]",0.9116408228874201,0,1,660.8638305664062,675.7542114257812,426.4861755371094,448.9342346191406,"[660.8638305664062, 426.4861755371094, 675.7542114257812, 448.9342346191406]",0.8732540011405945,1994
626,12_11_21,0,"[752.0604858398438, 342.67803955078125, 23.6156005859375, 37.96868896484375]",0.856539249420166,0,1,752.0604858398438,775.6760864257812,342.67803955078125,380.646728515625,"[752.0604858398438, 342.67803955078125, 775.6760864257812, 380.646728515625]",0.8647237420082092,1995
627,12_11_22,0,"[373.0003967285156, 255.56204223632812, 20.2027587890625, 41.59326171875]",0.951570510864257,0,1,373.0003967285156,393.2031555175781,255.56204223632812,297.1553039550781,"[373.0003967285156, 255.56204223632812, 393.2031555175781, 297.1553039550781]",0.8613110780715942,1946
628,12_11_22,0,"[482.3590087890625, 95.28177642822266, 22.380859375, 31.4791259765625]",0.9468133449554441,0,1,482.3590087890625,504.7398681640625,95.28177642822266,126.76090240478516,"[482.3590087890625, 95.28177642822266, 504.7398681640625, 126.76090240478516]",0.7341431975364685,1947
629,12_11_22,0,"[199.0428924560547, 27.920547485351562, 28.67034912109375, 46.64607238769531]",0.9416316151618951,0,1,199.0428924560547,227.71324157714844,27.920547485351562,74.56661987304688,"[199.0428924560547, 27.920547485351562, 227.71324157714844, 74.56661987304688]",0.6768022775650024,1945
630,12_11_22,0,"[341.48931884765625, 464.5514221191406, 30.78216552734375, 44.25244140625]",0.9340384006500241,0,1,341.48931884765625,372.271484375,464.5514221191406,508.8038635253906,"[341.48931884765625, 464.5514221191406, 372.271484375, 508.8038635253906]",0.8081439137458801,1944
631,12_11_22,0,"[144.86598205566406, 674.2807006835938, 30.374053955078125, 33.681396484375]",0.92293381690979,0,1,144.86598205566406,175.2400360107422,674.2807006835938,707.9620971679688,"[144.86598205566406, 674.2807006835938, 175.2400360107422, 707.9620971679688]",0.5572116374969482,1943
632,12_11_22,0,"[150.7731475830078, 186.2410125732422, 13.462615966796875, 25.376678466796875]",0.59972208738327,0,0,150.7731475830078,164.2357635498047,186.2410125732422,211.61769104003906,"[150.7731475830078, 186.2410125732422, 164.2357635498047, 211.61769104003906]",0.0,0
633,12_11_23,0,"[748.6729125976562, 729.7044677734375, 18.3651123046875, 21.6328125]",0.9410185217857361,0,1,748.6729125976562,767.0380249023438,729.7044677734375,751.3372802734375,"[748.6729125976562, 729.7044677734375, 767.0380249023438, 751.3372802734375]",0.8436859846115112,1953
634,12_11_23,0,"[765.9408569335938, 588.2704467773438, 20.9912109375, 37.6473388671875]",0.9226444959640501,0,1,765.9408569335938,786.9320678710938,588.2704467773438,625.9177856445312,"[765.9408569335938, 588.2704467773438, 786.9320678710938, 625.9177856445312]",0.7744255661964417,1952
635,12_11_23,0,"[397.3824768066406, 750.0462646484375, 14.4434814453125, 30.0560302734375]",0.726483464241027,0,1,397.3824768066406,411.8259582519531,750.0462646484375,780.102294921875,"[397.3824768066406, 750.0462646484375, 411.8259582519531, 780.102294921875]",0.6246902346611023,1951
636,12_11_24,0,"[186.33607482910156, 463.15374755859375, 21.79473876953125, 38.88824462890625]",0.955282509326934,0,1,186.33607482910156,208.1308135986328,463.15374755859375,502.0419921875,"[186.33607482910156, 463.15374755859375, 208.1308135986328, 502.0419921875]",0.7939707040786743,1958
637,12_11_24,0,"[389.10455322265625, 0.060475349426269004, 22.82373046875, 21.83301544189453]",0.948332965373992,0,1,389.10455322265625,411.92828369140625,0.060475349426269004,21.8934907913208,"[389.10455322265625, 0.060475349426269004, 411.92828369140625, 21.8934907913208]",0.6086563467979431,1967
638,12_11_24,0,"[489.08154296875, 158.64352416992188, 21.63818359375, 44.54461669921875]",0.947781145572662,0,1,489.08154296875,510.7197265625,158.64352416992188,203.18814086914062,"[489.08154296875, 158.64352416992188, 510.7197265625, 203.18814086914062]",0.9129912853240967,1963
639,12_11_24,0,"[520.1669921875, 367.7151184082031, 26.0439453125, 35.48944091796875]",0.9397810697555541,0,1,520.1669921875,546.2109375,367.7151184082031,403.2045593261719,"[520.1669921875, 367.7151184082031, 546.2109375, 403.2045593261719]",0.7160184383392334,1964
640,12_11_24,0,"[461.4591369628906, 587.4354248046875, 22.531494140625, 32.9892578125]",0.938264667987823,0,1,461.4591369628906,483.9906311035156,587.4354248046875,620.4246826171875,"[461.4591369628906, 587.4354248046875, 483.9906311035156, 620.4246826171875]",0.7941209673881531,1959
641,12_11_24,0,"[60.140499114990234, 111.48820495605469, 21.219013214111328, 28.66796875]",0.93477714061737,0,1,60.140499114990234,81.35951232910156,111.48820495605469,140.1561737060547,"[60.140499114990234, 111.48820495605469, 81.35951232910156, 140.1561737060547]",0.5823858380317688,1968
642,12_11_24,0,"[3.581906318664551, 316.4231262207031, 24.677165985107422, 36.77264404296875]",0.9336700439453121,0,1,3.581906318664551,28.259072303771973,316.4231262207031,353.1957702636719,"[3.581906318664551, 316.4231262207031, 28.259072303771973, 353.1957702636719]",0.649075448513031,1969
643,12_11_24,0,"[172.318603515625, 729.8839111328125, 29.897705078125, 44.02294921875]",0.918930649757385,0,1,172.318603515625,202.21630859375,729.8839111328125,773.9068603515625,"[172.318603515625, 729.8839111328125, 202.21630859375, 773.9068603515625]",0.8394038677215576,1957
644,12_11_24,0,"[561.1961669921875, 691.4071655273438, 17.99169921875, 27.9385986328125]",0.9160889387130731,0,1,561.1961669921875,579.1878662109375,691.4071655273438,719.3457641601562,"[561.1961669921875, 691.4071655273438, 579.1878662109375, 719.3457641601562]",0.5689698457717896,1960
645,12_11_24,0,"[699.1278076171875, 277.83489990234375, 13.2125244140625, 16.46539306640625]",0.9049764871597291,0,1,699.1278076171875,712.34033203125,277.83489990234375,294.30029296875,"[699.1278076171875, 277.83489990234375, 712.34033203125, 294.30029296875]",0.7897843718528748,1966
646,12_11_24,0,"[545.7216796875, 524.2574462890625, 12.2626953125, 14.216796875]",0.9000114202499391,0,1,545.7216796875,557.984375,524.2574462890625,538.4742431640625,"[545.7216796875, 524.2574462890625, 557.984375, 538.4742431640625]",0.8694743514060974,1961
647,12_11_24,0,"[365.1285095214844, 301.8899230957031, 19.3731689453125, 38.00537109375]",0.8962219357490541,0,1,365.1285095214844,384.5016784667969,301.8899230957031,339.8952941894531,"[365.1285095214844, 301.8899230957031, 384.5016784667969, 339.8952941894531]",0.6135703921318054,1962
648,12_11_24,0,"[692.5321044921875, 148.5615234375, 18.9625244140625, 24.62689208984375]",0.8856046795845031,0,1,692.5321044921875,711.49462890625,148.5615234375,173.18841552734375,"[692.5321044921875, 148.5615234375, 711.49462890625, 173.18841552734375]",0.6252981424331665,1965
649,12_11_25,0,"[137.18666076660156, 155.2760772705078, 21.893280029296875, 36.58258056640625]",0.9540821313858031,0,1,137.18666076660156,159.07994079589844,155.2760772705078,191.85865783691406,"[137.18666076660156, 155.2760772705078, 159.07994079589844, 191.85865783691406]",0.574967622756958,1937
650,12_11_25,0,"[56.33349609375, 307.8731384277344, 19.97064208984375, 38.0101318359375]",0.9403753280639641,0,1,56.33349609375,76.30413818359375,307.8731384277344,345.8832702636719,"[56.33349609375, 307.8731384277344, 76.30413818359375, 345.8832702636719]",0.7378730773925781,1938
651,12_11_25,0,"[32.261104583740234, 123.18669891357422, 19.237701416015625, 26.50269317626953]",0.9356750845909111,0,1,32.261104583740234,51.49880599975586,123.18669891357422,149.68939208984375,"[32.261104583740234, 123.18669891357422, 51.49880599975586, 149.68939208984375]",0.7605666518211365,1939
652,12_11_25,0,"[10.961109161376953, 50.86907958984375, 19.23904037475586, 29.845245361328125]",0.9120095372200011,0,1,10.961109161376953,30.200149536132812,50.86907958984375,80.71432495117188,"[10.961109161376953, 50.86907958984375, 30.200149536132812, 80.71432495117188]",0.7804358005523682,1940
653,12_12_16,0,"[491.9546203613281, 112.72831726074219, 39.245208740234375, 19.696273803710938]",0.9411259889602661,0,1,491.9546203613281,531.1998291015625,112.72831726074219,132.42459106445312,"[491.9546203613281, 112.72831726074219, 531.1998291015625, 132.42459106445312]",0.4504570960998535,1927
654,12_12_19,0,"[22.329679489135742, 600.850341796875, 37.01390838623047, 43.264892578125]",0.95117962360382,0,1,22.329679489135742,59.34358787536621,600.850341796875,644.115234375,"[22.329679489135742, 600.850341796875, 59.34358787536621, 644.115234375]",0.6993867754936218,2029
655,12_12_19,0,"[550.6453247070312, 160.21450805664062, 24.44873046875, 50.131317138671875]",0.9262898564338681,0,1,550.6453247070312,575.0940551757812,160.21450805664062,210.3458251953125,"[550.6453247070312, 160.21450805664062, 575.0940551757812, 210.3458251953125]",0.8187975883483887,2031
656,12_12_19,0,"[85.62364959716797, 427.3385009765625, 13.498184204101562, 13.0341796875]",0.8433962464332581,0,1,85.62364959716797,99.12183380126953,427.3385009765625,440.3726806640625,"[85.62364959716797, 427.3385009765625, 99.12183380126953, 440.3726806640625]",0.7198666334152222,2030
657,12_12_20,0,"[270.0164794921875, 54.834354400634766, 18.04400634765625, 22.450115203857422]",0.9482586383819581,0,1,270.0164794921875,288.06048583984375,54.834354400634766,77.28446960449219,"[270.0164794921875, 54.834354400634766, 288.06048583984375, 77.28446960449219]",0.8662076592445374,2067
658,12_12_21,0,"[455.1265563964844, 106.53961181640625, 21.28778076171875, 33.50819396972656]",0.9581277966499321,0,1,455.1265563964844,476.4143371582031,106.53961181640625,140.0478057861328,"[455.1265563964844, 106.53961181640625, 476.4143371582031, 140.0478057861328]",0.6512576341629028,2063
659,12_12_21,0,"[533.4773559570312, 15.671546936035156, 18.516845703125, 27.110305786132812]",0.954433321952819,0,1,533.4773559570312,551.9942016601562,15.671546936035156,42.78185272216797,"[533.4773559570312, 15.671546936035156, 551.9942016601562, 42.78185272216797]",0.8964238166809082,2064
660,12_12_21,0,"[332.0173034667969, 323.5326232910156, 18.9859619140625, 29.063232421875]",0.9358776211738581,0,1,332.0173034667969,351.0032653808594,323.5326232910156,352.5958557128906,"[332.0173034667969, 323.5326232910156, 351.0032653808594, 352.5958557128906]",0.8194615840911865,2060
661,12_12_21,0,"[330.7686462402344, 481.8800048828125, 23.3057861328125, 44.800048828125]",0.9353413581848141,0,1,330.7686462402344,354.0744323730469,481.8800048828125,526.6800537109375,"[330.7686462402344, 481.8800048828125, 354.0744323730469, 526.6800537109375]",0.7457859516143799,2059
662,12_12_21,0,"[191.0207061767578, 588.2381591796875, 31.683074951171875, 41.720458984375]",0.9107751250267021,0,1,191.0207061767578,222.7037811279297,588.2381591796875,629.9586181640625,"[191.0207061767578, 588.2381591796875, 222.7037811279297, 629.9586181640625]",0.661085307598114,2058
663,12_12_21,0,"[614.6923828125, 784.5349731445312, 17.7144775390625, 15.081298828125]",0.849467098712921,0,1,614.6923828125,632.4068603515625,784.5349731445312,799.6162719726562,"[614.6923828125, 784.5349731445312, 632.4068603515625, 799.6162719726562]",0.7096826434135437,2062
664,12_12_21,0,"[757.8095703125, 45.7008056640625, 15.5672607421875, 30.215560913085938]",0.832310736179351,0,1,757.8095703125,773.3768310546875,45.7008056640625,75.91636657714844,"[757.8095703125, 45.7008056640625, 773.3768310546875, 75.91636657714844]",0.742188572883606,2065
665,12_12_21,0,"[532.9114990234375, 392.6282653808594, 14.5377197265625, 20.0455322265625]",0.8005440235137941,0,1,532.9114990234375,547.44921875,392.6282653808594,412.6737976074219,"[532.9114990234375, 392.6282653808594, 547.44921875, 412.6737976074219]",0.6294184327125549,2061
666,12_12_21,0,"[0.0, 323.4779968261719, 18.363311767578125, 36.6378173828125]",0.7761657238006591,0,1,0.0,18.363311767578125,323.4779968261719,360.1158142089844,"[0.0, 323.4779968261719, 18.363311767578125, 360.1158142089844]",0.38633501529693604,2057
667,12_12_21,0,"[133.17454528808594, 342.6169738769531, 14.24432373046875, 24.652587890625]",0.6564038991928101,0,1,133.17454528808594,147.4188690185547,342.6169738769531,367.2695617675781,"[133.17454528808594, 342.6169738769531, 147.4188690185547, 367.2695617675781]",0.7521066069602966,2066
668,12_12_22,0,"[102.42301177978516, 132.3190460205078, 21.674896240234375, 32.43988037109375]",0.9533635973930351,0,1,102.42301177978516,124.09790802001953,132.3190460205078,164.75892639160156,"[102.42301177978516, 132.3190460205078, 124.09790802001953, 164.75892639160156]",0.39369040727615356,2051
669,12_12_22,0,"[1.7240333557128902, 410.6199645996094, 20.972930908203125, 33.46435546875]",0.9249855875968931,0,1,1.7240333557128902,22.696964263916016,410.6199645996094,444.0843200683594,"[1.7240333557128902, 410.6199645996094, 22.696964263916016, 444.0843200683594]",0.526121199131012,2050
670,12_12_23,0,"[642.0485229492188, 637.7238159179688, 21.21435546875, 42.725830078125]",0.9438649415969841,0,1,642.0485229492188,663.2628784179688,637.7238159179688,680.4496459960938,"[642.0485229492188, 637.7238159179688, 663.2628784179688, 680.4496459960938]",0.7764984369277954,1942
